start station id,tripduration
count,mean
17,1401.4117647058824
19,1101.0526315789473
23,941.0869565217391
21,1119.857142857143
24,1373.6666666666667
17,504.5882352941176
32,1296.15625
3,493.6666666666667
4,1701.5
2,3373.0
4,1230.5
3,1151.3333333333333
1,1689.0
2,1307.0
3,1045.0
6,1290.1666666666667
3,952.3333333333334
1,582.0
1,1641.0
3,1496.6666666666667
2,1393.0
2,1286.0
5,813.2
4,1409.0
11,774.8181818181819
16,924.1875
11,730.9090909090909
13,913.4615384615385
10,884.7
15,997.3333333333334
6,922.5
5,1033.8
4,824.25
4,2174.5
1,1805.0
1,2000.0
25,822.12
14,1009.2857142857143
42,559.4761904761905
23,1186.3478260869565
26,473.5
15,903.0
19,912.1052631578947
10,719.4
12,664.25
10,614.3
4,1573.5
1,1293.0
4,1640.5
2,27766.0
5,1427.0
1,1037.0
25,518.44
8,1251.0
42,700.6666666666666
13,1181.076923076923
24,541.4166666666666
12,1268.3333333333333
23,464.0869565217391
16,901.3125
23,680.9565217391304
15,919.5333333333333
5,923.0
20,308.05
10,3314.5
39,585.5128205128206
24,2926.4166666666665
36,405.6666666666667
15,4293.6
22,552.4090909090909
15,2109.6666666666665
28,834.0357142857143
10,1561.3
1,2214.0
9,1509.4444444444443
1,1407.0
6,1243.1666666666667
6,1665.8333333333333
2,1252.0
3,1402.6666666666667
5,1065.4
2,880.0
8,900.125
11,1540.5454545454545
8,911.125
8,1429.625
16,800.0625
14,1376.0714285714287
13,715.8461538461538
8,1351.125
1,1244.0
145,310.09655172413795
31,1666.9032258064517
182,313.0934065934066
35,10935.4
147,290.42857142857144
58,412.48275862068965
76,273.4605263157895
71,760.6619718309859
73,415.36986301369865
60,1034.2
14,434.2857142857143
2,796.5
5,1647.6
3,870.3333333333334
2,2054.0
10,827.1
13,905.7692307692307
7,1023.2857142857143
15,805.8
16,1122.0625
9,600.8888888888889
5,711.8
6,813.6666666666666
5,1080.6
18,892.9444444444445
8,1103.875
16,861.0625
12,1130.3333333333333
12,873.8333333333334
3,1267.0
18,819.9444444444445
11,2960.090909090909
5,1311.0
13,616.0
4,1456.5
35,748.8285714285714
9,1200.888888888889
19,753.3684210526316
7,1029.142857142857
13,657.2307692307693
8,1026.375
12,618.25
12,847.1666666666666
1,445.0
7,573.4285714285714
2,781.5
14,673.3571428571429
15,706.8
18,753.1111111111111
11,651.0
15,603.6
18,734.7222222222222
18,1056.7777777777778
6,1091.8333333333333
2,712.0
11,686.3636363636364
5,1459.2
21,704.2380952380952
12,7642.166666666667
16,577.0625
9,1390.4444444444443
4,504.5
11,885.2727272727273
4,738.75
4,1138.75
2,503.0
18,332.55555555555554
8,936.0
42,316.42857142857144
19,1284.3157894736842
24,306.6666666666667
21,1272.2857142857142
47,532.1063829787234
24,701.75
40,379.375
16,313.0625
6,31398.333333333332
91,442.61538461538464
37,1542.4054054054054
131,492.96946564885496
44,947.9545454545455
122,444.04918032786884
30,870.8
94,715.9148936170212
33,2370.878787878788
113,723.0619469026549
33,896.3333333333334
12,377.9166666666667
3,1421.6666666666667
3,1613.6666666666667
8,2361.625
1,950.0
4,1350.25
5,2269.6
9,1452.5555555555557
8,1092.5
2,1255.0
14,597.5
1,638.0
16,961.4375
5,776.8
29,720.551724137931
8,779.625
15,689.0666666666667
3,980.6666666666666
15,584.4666666666667
2,1164.5
2,695.5
1,2977.0
5,742.8
15,666.2666666666667
10,991.5
9,544.1111111111111
7,671.0
4,784.75
13,875.2307692307693
5,585.6
9,650.4444444444445
12,1775.8333333333333
1,1366.0
2,944.0
1,1550.0
2,1768.0
1,1761.0
1,1462.0
1,1931.0
12,1906.1666666666667
6,2029.6666666666667
2,2061.5
4,1847.0
1,1500.0
1,1504.0
14,256.42857142857144
7,1616.857142857143
28,632.3214285714286
21,1066.8095238095239
12,526.0
12,1150.25
17,503.70588235294116
16,1050.6875
12,260.6666666666667
15,458.53333333333336
2,228.0
5,635.0
4,640.75
20,871.25
5,774.6
13,627.5384615384615
7,632.5714285714286
14,2675.785714285714
7,1178.5714285714287
14,633.2142857142857
17,584.0
4,836.0
1,295146.0
47,1147.872340425532
16,2175.375
78,840.0769230769231
35,989.5142857142857
67,575.3582089552239
24,1042.0416666666667
55,663.6727272727272
35,1054.4
80,419.1875
25,1345.84
13,1559.3076923076924
45,1260.3333333333333
19,1743.4736842105262
46,844.1739130434783
33,774.0909090909091
42,486.04761904761904
26,1178.9615384615386
46,514.0434782608696
39,736.6410256410256
27,273.6666666666667
25,361.84
16,786.1875
6,1305.3333333333333
20,1426.1
6,1282.0
3,1524.0
3,1261.3333333333333
1,1253.0
7,1211.7142857142858
3,802.6666666666666
7,1802.0
1,1630.0
9,1932.5555555555557
3,2783.0
3,1023.6666666666666
4,1801.0
2,1123.5
3,1771.0
2,1467.5
1,1148.0
3,1155.6666666666667
1,1559.0
3,859.3333333333334
1,1134.0
1,795.0
2,1098.5
4,1292.25
2,723.5
1,1584.0
3,1497.0
4,1139.25
1,987.0
1,891.0
3,2611.0
3,977.0
23,275.0869565217391
17,2758.6470588235293
29,460.9655172413793
26,1416.6538461538462
20,591.9
7,3182.4285714285716
27,605.1111111111111
6,1302.6666666666667
34,515.8235294117648
16,2201.6875
3,631.0
2,2995.5
8,1356.75
3,1359.0
1,21693.0
1,1704.0
2,1592.0
1,1288.0
6,2424.8333333333335
5,1202.4
7,2063.0
8,709.375
4,1453.25
5,2059.8
5,1731.4
7,1075.4285714285713
3,1605.3333333333333
2,1875.0
41,1768.3658536585365
55,2478.836363636364
25,2700.64
68,9592.661764705883
34,425.0
75,1870.5333333333333
45,504.9555555555556
65,1710.0153846153846
22,5708.227272727273
1,955.0
2,12242.0
1,3205.0
5,2781.4
3,3439.0
1,1693.0
1,2360.0
2,5890.5
2,10829.5
28,405.75
22,453.40909090909093
29,864.5172413793103
55,681.290909090909
43,834.9302325581396
54,648.7037037037037
30,2097.5
26,411.65384615384613
22,541.8636363636364
25,514.48
21,1035.0
11,623.3636363636364
36,5025.944444444444
178,3103.949438202247
55,2005.909090909091
181,3370.1325966850827
64,5008.53125
157,2369.7770700636943
70,1407.8714285714286
169,2529.3313609467455
65,1908.4
128,2049.2109375
60,2290.4333333333334
31,483.80645161290323
51,2789.6470588235293
35,4552.342857142857
42,1513.0
42,2697.714285714286
42,1026.7380952380952
42,984.7619047619048
38,2235.7631578947367
47,602.3191489361702
51,925.9803921568628
20,1132.55
32,337.3125
14,1653.0714285714287
34,551.4705882352941
23,647.3913043478261
32,816.65625
24,1388.625
23,647.5217391304348
17,566.7647058823529
23,603.1304347826087
21,754.2380952380952
6,281.6666666666667
1,957.0
1,1850.0
1,1159.0
2,1691.5
1,1061.0
1,992.0
1,1152.0
67,512.7164179104477
41,1525.1707317073171
67,745.3582089552239
34,1090.0
75,748.0
72,1016.5833333333334
66,851.3030303030303
66,800.1212121212121
68,562.6764705882352
94,746.5425531914893
34,884.2941176470588
4,1282.0
3,2594.6666666666665
6,2124.6666666666665
4,1280.25
3,31996.333333333332
13,1281.6153846153845
2,1165.5
11,1046.7272727272727
4,1168.0
14,1366.142857142857
3,803.6666666666666
2,1084.0
4,650.5
5,1232.8
7,784.0
11,1146.1818181818182
1,725.0
7,1062.4285714285713
7,981.4285714285714
2,835.0
3,588.3333333333334
1,1033.0
3,1320.6666666666667
1,920.0
7,1555.0
5,1022.6
1,823.0
3,1323.3333333333333
6,1568.3333333333333
5,1414.8
2,1024.5
1,1374.0
2,1741.0
3,2218.6666666666665
13,1951.7692307692307
6,1880.6666666666667
9,1759.888888888889
2,1659.5
2,1499.5
3,1841.0
2,1699.0
2,1281.0
10,1432.6
15,1272.4666666666667
2,1308.5
3,1456.3333333333333
5,2657.6
4,2020.0
3,1979.0
16,852.3125
47,1237.723404255319
22,1936.8636363636363
58,1349.9137931034484
7,877.7142857142857
68,1153.6470588235295
16,791.3125
41,2493.682926829268
20,1038.6
60,973.7833333333333
21,921.3333333333334
1,1352.0
2,1086.0
2,1169.5
5,1183.4
1,1407.0
1,92388.0
2,1720.5
2,997.0
1,919.0
23,613.304347826087
14,1320.642857142857
19,853.3157894736842
23,1419.5217391304348
36,627.8888888888889
28,994.5
43,685.5813953488372
27,994.7037037037037
37,835.918918918919
70,853.7571428571429
22,714.7727272727273
68,541.5735294117648
45,688.8888888888889
68,663.3529411764706
89,789.6067415730337
61,459.5245901639344
82,760.170731707317
86,391.3488372093023
94,538.468085106383
85,434.21176470588233
83,714.1807228915662
15,578.6666666666666
25,239.88
23,2954.4347826086955
36,432.30555555555554
26,1538.6153846153845
32,3055.75
28,1685.8214285714287
26,650.0769230769231
33,2955.212121212121
41,563.1951219512196
23,7743.434782608696
10,744.3
1,1173.0
2,1579.0
4,1241.75
2,1483.0
2,668.5
3,1012.3333333333334
2,959.5
1,594.0
2,1463.0
4,994.0
1,664.0
3,1069.6666666666667
4,1081.75
3,936.3333333333334
2,989.0
6,6526.833333333333
1,984.0
6,1181.8333333333333
15,332.06666666666666
13,698.5384615384615
22,565.3636363636364
21,689.1428571428571
18,594.8333333333334
22,607.3636363636364
13,798.3076923076923
28,575.8214285714286
26,570.5
20,679.7
13,469.3076923076923
1,1674.0
1,2235.0
6,1016.8333333333334
2,1595.0
3,1129.6666666666667
6,1464.5
3,1783.0
3,5060.666666666667
5,1399.4
1,1113.0
25,274.72
18,1542.611111111111
22,641.8181818181819
17,1588.8235294117646
28,363.9642857142857
25,720.44
30,350.53333333333336
13,1346.923076923077
44,481.27272727272725
13,859.5384615384615
9,337.22222222222223
3,1267.6666666666667
1,703.0
5,1378.6
2,881.0
5,1168.8
1,1006.0
2,903.0
28,199.25
21,1258.3333333333333
41,355.1951219512195
38,2782.4473684210525
36,305.1388888888889
30,1837.4333333333334
34,320.61764705882354
27,910.7407407407408
41,409.6341463414634
19,1175.578947368421
6,1706.6666666666667
21,429.04761904761904
7,548.4285714285714
15,367.26666666666665
13,553.6153846153846
25,383.96
19,585.2631578947369
19,2776.0526315789475
13,533.2307692307693
20,622.45
14,474.0
5,385.6
2,1558.5
2,1037.0
1,7339.0
4,1190.5
3,755.0
2,769.0
5,1048.8
16,579.25
9,986.5555555555555
14,661.2857142857143
22,802.4545454545455
12,712.25
18,835.4444444444445
13,802.6923076923077
18,643.9444444444445
14,688.0
20,676.9
6,936.0
41,663.4634146341464
27,1504.2962962962963
59,408.271186440678
36,713.2222222222222
48,674.4375
40,1077.3
34,428.5882352941176
53,706.4905660377359
41,1633.121951219512
36,554.9722222222222
10,644.7
43,517.5813953488372
7,599.7142857142857
44,626.8636363636364
11,839.0909090909091
51,657.0
26,1414.6538461538462
48,612.5208333333334
25,630.84
54,789.9814814814815
22,765.6818181818181
21,626.9047619047619
15,510.6
8,738.125
15,417.53333333333336
5,389.6
13,447.0769230769231
11,777.4545454545455
25,522.72
11,447.0
11,770.3636363636364
8,625.75
9,863.0
6,326.5
2,1123.0
10,486.8
19,1355.9473684210527
13,375.3076923076923
25,431.84
8,594.375
31,468.16129032258067
5,1105.6
28,401.67857142857144
6,342.5
6,607.8333333333334
9,1462.7777777777778
21,543.7142857142857
10,743.6
21,418.1904761904762
9,749.6666666666666
12,283.75
20,457.45
15,315.53333333333336
17,576.5882352941177
4,273.75
8,432.25
7,1641.0
12,489.4166666666667
16,1352.625
11,1418.2727272727273
8,1217.625
15,529.9333333333333
3,571.0
7,1029.0
7,1876.2857142857142
7,243.14285714285714
10,185.3
16,1011.6875
17,287.94117647058823
19,1584.7894736842106
19,265.10526315789474
10,1482.9
16,10965.1875
18,3296.8333333333335
17,228.94117647058823
23,1223.695652173913
5,487.8
89,259.5730337078652
37,1575.4864864864865
96,217.55208333333334
58,1225.448275862069
120,216.59166666666667
43,1217.7209302325582
97,235.2577319587629
46,810.9130434782609
116,341.62068965517244
41,1009.4634146341464
15,1510.5333333333333
14,701.4285714285714
6,1129.8333333333333
32,815.5625
8,789.75
22,752.8636363636364
9,1719.888888888889
25,717.44
18,906.4444444444445
30,850.6333333333333
25,734.64
9,787.1111111111111
7,380.2857142857143
3,730.3333333333334
11,400.8181818181818
8,799.125
5,500.0
16,311.0
6,446.3333333333333
21,419.8095238095238
5,467.2
18,367.6666666666667
13,412.84615384615387
17,273.3529411764706
13,5645.923076923077
19,768.6842105263158
7,686.4285714285714
22,432.09090909090907
8,363.0
32,504.6875
17,438.52941176470586
16,4334.0625
13,603.6923076923077
3,263.6666666666667
7,921.7142857142857
3,841.3333333333334
4,796.25
8,959.5
9,803.6666666666666
6,2258.0
9,839.3333333333334
6,1350.8333333333333
6,1054.1666666666667
1,779.0
1,2284.0
1,1991.0
2,1223.5
2,2344.5
1,2153.0
1,1989.0
1,2423337.0
1,597032.0
1,105061.0
27,237.8148148148148
37,792.6216216216217
26,242.6153846153846
26,2138.0384615384614
23,527.3913043478261
23,1471.304347826087
27,150.96296296296296
28,851.2857142857143
42,187.54761904761904
26,895.2692307692307
13,327.0
31,258.0967741935484
5,923.6
28,240.35714285714286
11,495.1818181818182
14,339.7857142857143
5,250.8
21,401.1904761904762
10,398.1
31,394.1290322580645
11,429.6363636363636
4,280.5
39,958.8205128205128
21,1047.904761904762
35,1436.2
8,595.625
33,513.5151515151515
30,1019.1
38,508.2368421052632
14,2013.642857142857
61,560.5409836065573
42,1186.142857142857
17,754.5882352941177
40,637.2
24,993.7916666666666
52,2185.1153846153848
40,763.125
38,520.1052631578947
49,611.6326530612245
37,448.6756756756757
51,686.6274509803922
46,860.1521739130435
38,551.5263157894736
11,725.2727272727273
1,1199.0
3,933.3333333333334
1,908.0
1,1591.0
2,1032.5
1,1247.0
1,1236.0
1,1263.0
2,2534.0
5,725.6
3,866.3333333333334
4,1080.0
1,1839.0
1,823.0
1,1566.0
3,697.6666666666666
2,2645.5
17,715.3529411764706
1,2397.0
10,638.4
3,709.3333333333334
9,820.2222222222222
3,1009.3333333333334
10,919.5
9,700.1111111111111
5,883.4
1,1506.0
2,1358.0
3,7480.666666666667
5,1770.4
2,1384.5
7,959.7142857142857
1,1035.0
42,290.5
11,2523.5454545454545
41,340.9268292682927
26,1553.6538461538462
35,659.3428571428572
17,639.4117647058823
46,308.2826086956522
22,1097.590909090909
52,622.7884615384615
27,487.2962962962963
11,487.09090909090907
5,1215.0
5,956.2
11,1212.1818181818182
8,14621.125
5,1118.0
3,1039.6666666666667
4,209252.25
3,2781.3333333333335
4,1192.0
1,1429.0
2,1220.5
8,2156.375
4,1326.25
4,2893.5
11,2431.909090909091
4,715.0
5,1838.4
10,1470.4
2,772.0
25,1389.68
43,1344.9302325581396
19,639.2631578947369
38,2089.2631578947367
61,457.6885245901639
34,1083.235294117647
56,553.2857142857143
32,919.1875
5,431.6
1,271.0
1,1113060.0
1,10533.0
1,73429.0
39,462.94871794871796
40,556.025
11,966.4545454545455
67,1074.3731343283582
31,1067.0967741935483
36,874.7222222222222
32,958.625
51,2643.8039215686276
33,1168.878787878788
49,518.469387755102
32,1089.78125
3,456.3333333333333
56,278.1607142857143
26,2077.3846153846152
61,392.5409836065574
27,1987.8148148148148
60,777.2833333333333
43,1615.6511627906978
38,430.2368421052632
60,1364.0666666666666
58,1013.7931034482758
65,1073.8153846153846
17,450.4117647058824
53,1681.2830188679245
93,5215.139784946236
78,2333.346153846154
183,4023.4043715846997
76,2037.1052631578948
136,3360.948529411765
95,2504.757894736842
176,3806.9488636363635
159,2772.830188679245
128,2969.7890625
35,2159.0285714285715
34,265.6764705882353
19,1695.4736842105262
55,307.41818181818184
25,936.56
81,315.2345679012346
38,723.6578947368421
76,383.5657894736842
44,927.2045454545455
63,442.984126984127
42,471.04761904761904
21,391.8095238095238
1,1207.0
1,916.0
1,1155.0
1,2214.0
1,2151.0
5,1641.0
2,1394.0
2,1577.0
3,1486.3333333333333
4,1650.5
126,712.0714285714286
79,2903.4050632911394
173,1438.8150289017342
124,1205.0483870967741
175,732.5771428571428
135,1173.7259259259258
180,667.9833333333333
164,824.1829268292682
168,753.3571428571429
194,1181.7422680412371
58,957.7068965517242
5,1079.6
8,1457.375
11,1676.2727272727273
7,1293.5714285714287
14,2891.8571428571427
3,1474.0
8,1520.75
10,1309.2
7,1278.857142857143
2,1918.0
17,823.8823529411765
8,29739.0
15,849.8666666666667
14,834.1428571428571
18,871.5555555555555
7,907.7142857142857
15,849.2
13,938.1538461538462
20,839.95
24,786.8333333333334
4,926.75
3,992.6666666666666
2,843.5
7,960.2857142857143
7,1295.857142857143
11,1488.3636363636363
16,1318.25
2,1868.5
10,1048.6
5,826.4
3,1367.3333333333333
1,1029.0
6,1114.3333333333333
5,1582.8
11,8012.636363636364
11,977.5454545454545
6,1255.0
9,1194.0
7,1039.142857142857
15,1527.6
7,1036.857142857143
17,1550.1764705882354
6,1780.0
14,2163.285714285714
3,1363.6666666666667
6,1730.5
3,1447.0
10,1467.9
2,1399.5
18,2993.9444444444443
9,1357.5555555555557
16,3358.8125
7,1389.142857142857
28,802.3928571428571
68,1434.514705882353
35,1380.2285714285715
68,1166.5882352941176
26,793.1153846153846
80,953.175
43,779.0232558139535
85,1311.5411764705882
48,1147.625
86,1181.046511627907
23,1078.608695652174
5,1014.8
4,1875.75
3,1150.6666666666667
9,1082.3333333333333
6,1486.6666666666667
9,1546.6666666666667
1,761.0
4,1094.75
2,983.0
34,768.2941176470588
18,1227.8333333333333
39,858.2564102564103
31,3657.2580645161293
36,1005.6666666666666
35,1018.1142857142858
42,784.952380952381
60,1473.3
44,960.8409090909091
52,858.8846153846154
10,1117.5
597,333.428810720268
49,497.2448979591837
564,338.58687943262413
81,685.3086419753087
612,412.781045751634
147,519.0544217687075
728,334.3076923076923
165,462.6787878787879
714,405.3389355742297
153,816.9084967320262
69,1035.9420289855072
156,383.22435897435895
45,1056.111111111111
176,493.1306818181818
63,1107.3174603174602
191,320.5759162303665
63,725.015873015873
208,318.94711538461536
102,1510.1470588235295
193,432.2176165803109
124,894.5887096774194
42,398.5238095238095
2,617.5
9,934.2222222222222
17,819.8235294117648
11,1588.6363636363637
10,817.5
7,1024.2857142857142
14,815.0
6,888.1666666666666
13,796.4615384615385
8,749.75
2,719.5
7,974.1428571428571
2,1137.0
6,794.0
8,1356.125
10,1463.9
16,1184.375
4,942.25
13,1000.0
7,1108.0
253,301.82213438735175
12,1047.1666666666667
253,351.7351778656126
41,408.3414634146341
317,304.4447949526814
77,471.7922077922078
381,348.1076115485564
90,404.75555555555553
323,518.0619195046439
145,342.1448275862069
46,354.2826086956522
7,1084.2857142857142
4,1588.75
12,1007.5833333333334
7,1022.2857142857143
5,1012.4
6,2349.1666666666665
9,1890.0
12,961.6666666666666
3,932.6666666666666
10,8193.3
5,4322.8
91,233.47252747252747
30,3182.366666666667
92,287.8478260869565
27,1801.0
84,891.4047619047619
35,5549.8
104,397.09615384615387
17,1301.8823529411766
105,299.1333333333333
18,21499.222222222223
8,199.25
5,887.0
15,934.3333333333334
7,858.7142857142857
2,1234.0
8,989.75
3,928.0
3,701.6666666666666
9,1081.3333333333333
3,754.0
3,891.0
1,723.0
156,280.9166666666667
33,987.5151515151515
177,373.180790960452
37,1255.3513513513512
158,347.753164556962
103,748.5728155339806
188,380.9095744680851
85,910.0705882352942
194,311.97938144329896
86,356.90697674418607
49,313.2448979591837
45,541.6444444444444
9,1042.6666666666667
42,481.04761904761904
25,959.92
34,612.7941176470588
22,605.1363636363636
74,1081.6891891891892
30,674.1333333333333
45,470.75555555555553
22,534.3636363636364
8,560.25
9,8020.888888888889
9,950.7777777777778
4,884.25
16,933.0
6,948.3333333333334
11,1133.7272727272727
11,942.1818181818181
6,1012.0
10,929.0
10,965.3
3,1141.3333333333333
32,612.84375
25,1757.04
48,783.875
61,984.2622950819672
51,694.2352941176471
59,1102.084745762712
58,726.9137931034483
53,708.6415094339623
49,697.4489795918367
89,774.056179775281
23,714.4782608695652
83,469.27710843373495
17,599.4705882352941
145,444.6620689655172
43,1558.7209302325582
98,510.03061224489795
60,558.15
131,481.5038167938931
76,829.25
136,467.8897058823529
68,612.0294117647059
29,558.5172413793103
44,727.3636363636364
22,1025.409090909091
53,779.3207547169811
47,2006.5531914893618
82,717.4512195121952
90,784.4444444444445
104,764.2596153846154
102,699.0882352941177
124,766.5241935483871
116,723.8189655172414
32,707.875
355,370.51549295774646
13,918.8461538461538
344,415.0668604651163
44,502.02272727272725
349,362.6418338108883
45,428.97777777777776
366,457.5163934426229
80,444.725
384,353.6145833333333
111,1502.954954954955
41,471.7073170731707
226,254.20353982300884
23,417.3478260869565
237,261.126582278481
68,314.30882352941177
278,284.3884892086331
114,280.46491228070175
279,298.59139784946234
123,264.2276422764228
205,250.33170731707318
123,298.2845528455285
47,237.4255319148936
157,208.7579617834395
19,846.9473684210526
173,226.21387283236993
30,362.9
181,269.52486187845307
62,451.7096774193548
203,205.6256157635468
51,420.52941176470586
204,281.1029411764706
73,279.3972602739726
18,211.05555555555554
62,316.1774193548387
15,3122.0
41,632.4878048780488
35,10682.057142857142
31,495.80645161290323
3,2875.0
29,873.2068965517242
19,1006.3684210526316
27,648.1111111111111
15,1055.0
5,1520.2
14,396.07142857142856
33,3573.242424242424
17,749.4705882352941
24,1993.125
26,511.2692307692308
20,2100.8
30,467.43333333333334
25,3720.6
25,963.12
25,1639.12
3,814.3333333333334
352,287.6875
44,515.6818181818181
442,309.32805429864254
106,405.00943396226415
517,297.8878143133462
174,903.419540229885
630,297.768253968254
172,403.25
484,423.12603305785126
182,283.7637362637363
91,402.8901098901099
29,1041.103448275862
15,1514.3333333333333
53,2679.3584905660377
18,1384.388888888889
56,873.25
16,851.375
63,821.7936507936508
41,822.9268292682926
65,1058.246153846154
65,812.2461538461539
24,857.9166666666666
285,296.7298245614035
24,506.625
333,318.036036036036
31,340.7741935483871
306,292.02287581699346
38,347.57894736842104
332,312.09939759036143
54,396.72222222222223
304,323.13157894736844
102,384.19607843137254
40,331.95
321,197.66355140186917
31,248.93548387096774
277,211.69675090252707
82,316.8048780487805
351,228.2962962962963
135,335.15555555555557
359,258.74373259052925
171,353.99415204678365
376,226.93882978723406
194,237.6340206185567
58,250.6206896551724
4,865.5
7,2662.714285714286
2,3748.5
20,1240.7
4,802.0
15,2197.9333333333334
12,1047.3333333333333
28,1393.2857142857142
3,1034.0
10,1124.7
1,802.0
2,1313.0
3,1189.3333333333333
6,1414.0
2,1353.5
2,1920.5
6,1581.3333333333333
7,1260.2857142857142
6,1441.8333333333333
2,1456.0
6,1067.1666666666667
5,1783.0
3,1517.3333333333333
3,800.6666666666666
1,1949.0
2,24611.5
1,706.0
46,353.6304347826087
19,721.1052631578947
64,324.984375
31,867.5483870967741
72,400.02777777777777
38,351.07894736842104
78,309.11538461538464
30,235.6
87,343.6551724137931
36,469.69444444444446
12,276.1666666666667
81,658.5061728395061
43,541.0232558139535
91,299.0879120879121
50,513.08
126,299.55555555555554
56,586.1964285714286
123,1697.6422764227643
56,402.32142857142856
135,307.44444444444446
63,287.1746031746032
28,310.0
38,544.2368421052631
17,2379.0
36,533.0833333333334
20,6199.25
42,519.9047619047619
12,1529.75
37,514.0540540540541
15,930.5333333333333
51,645.4509803921569
28,903.8928571428571
6,798.8333333333334
88,411.07954545454544
24,675.1666666666666
98,1501.091836734694
85,655.8352941176471
92,415.80434782608694
76,1891.3684210526317
97,380.0
128,840.5625
143,435.034965034965
71,542.1549295774648
22,952.3181818181819
12,968.3333333333334
7,1396.142857142857
18,983.5
2,1133.5
19,875.9473684210526
11,1715.090909090909
14,774.3571428571429
7,900.2857142857143
4,966.25
2,686.5
1,14315.0
1,3651.0
3,876.6666666666666
2,825.5
4,2235.0
4,1603.25
5,1218.4
7,1223.142857142857
2,1326.5
6,1238.0
2,1350.0
6,1048.8333333333333
11,858.4545454545455
5,1273.4
24,1107.375
1,692.0
17,1023.0588235294117
3,731.3333333333334
6,1110.3333333333333
3,880.6666666666666
1,893.0
6,1636.0
15,1362.2
3,732.6666666666666
14,1087.642857142857
5,1599.4
12,3520.75
2,1125.5
9,1019.0
1,1036.0
4,1356.75
3,1023.0
78,410.9230769230769
12,2342.4166666666665
86,416.5813953488372
24,609.2083333333334
86,386.1511627906977
26,1533.1153846153845
88,408.6136363636364
24,724.4166666666666
